step
100
110
131
231
331
431
441
541
641
651
661
761
771
781
791
801
811
821
831
841
880
890
990
1000
1010
1020
1030
1040
1050
1060
1070
1080
1090
1100
1110
1120
1130
1140
1150
1160
1170
1270
1280
1380
1390
1400
1410
1420
1430
1440
1450
1460
1531
1541
1551
1561
1571
1581
1591
1601
1611
1621
1631
1731
1741
1751
1761
1771
1871
1881
1891
1901
1911
1944
1954
1964
1974
1984
1994
2004
2014
2024
2034
2044
2054
2064
2074
2174
2184
2284
2384
2394
2404
2414
2424
2434
2444
2454
2464
2494
2504
2514
2543
2553
2563
2573
2583
2593
2603
2613
2623
2633
2643
2653
2663
2673
2683
2693
2703
2713
2723
2733
2743
2753
2763
2773
2783
2793
2803
2903
2946
2956
2966
2976
2978
2988
2998
3008
3051
3061
3071
3171
3181
3191
3201
3211
3221
3231
3241
3251
3261
3271
3281
3291
3301
3311
3321
3331
3341
3351
3361
3371
3381
3391
3401
3411
3421
3431
3441
3451
3461
3471
3481
3491
3501
3511
3521
3531
3541
3551
3561
3571
3581
3591
3601
3611
3621
3631
3641
3651
3661
3671
3681
3691
3701
3711
3721
3731
3741
3751
3761
3771
3781
3791
3801
3811
3821
3831
3841
3851
3861
3871
3881
3891
3901
3911
3921
3931
3941
3951
3961
3971
3981
3991
4001
4011
4021
4031
4041
4051
4061
4071
4081
4091
4101
4111
4121
4131
4141
4151
4161
4171
4181
4191
4201
4211
4221
4231
4241
4251
4265
4365
4375
4385
4395
4405
4423
4433
4443
4453
4463
4473
4483
4537
4547
4557
4567
4577
4587
4605
4615
4625
4635
4645
4668
4678
4688
4698
4708
4718
4728
4749
4759
4773
4783
4793
4803
4813
4864
4874
4894
4904
4914
4924
4950
4960
4970
4980
4996
5006
5020
5034
5055
5065
5095
5105
5122
5132
5193
5203
5238
5248
5276
5286
5304
5314
5324
5334
5376
5396
5496
5506
5606
5625
5635
5654
5664
5693
5711
5739
5774
5791
5820
5830
5840
5850
5896
5906
6006
6016
6026
6040
6050
6090
6190
6200
6221
6238
6248
6268
6278
6291
6306
6406
6416
6426
6444
6454
6466
6476
6486
6516
6526
6536
6587
6612
6622
6653
6684
6698
6708
6718
6728
6738
6748
6758
6773
6783
6793
6806
6816
6826
6836
6846
6869
6879
6889
6899
6909
6919
6929
6939
6949
6959
6979
6989
6999
7099
7109
7119
7129
7146
7156
7166
7194
7204
7214
7234
7244
7254
7264
7274
7293
7303
7313
7323
7333
7343
7359
7369
7379
7389
7399
7423
7464
7474
7484
7494
7504
7604
7632
7642
7669
7697
7707
7807
7825
7835
7845
7855
7865
7875
7885
7903
7922
8022
8038
8048
8058
8073
8083
8098
8108
8133
8143
8153
8170
8195
8241
8251
8261
8290
8300
8310
8320
8332
8342
8379
8411
8452
8462
8479
8489
8589
8636
8646
8656
8666
8676
8686
8696
8706
8733
8743
8753
8777
8787
8797
8807
8817
8843
8853
8863
8873
8883
8893
8903
