-3.867623996399063291e-01,-2.086274793112269099e-01
-3.694180115241234574e-01,-1.639913295710840324e-01
-3.040296434621446164e-01,-3.296353524069189356e-01
-2.767752168117433853e-01,-6.659530265661858794e-02
-6.174833517864469767e-01,2.945350134454305380e-01
1.848892445709565333e-02,5.199015881292218255e-02
-8.011359316853293444e-02,1.306085432284464221e-01
-7.668529347455413370e-02,2.138353098046529011e-01
-4.369450892791186536e-02,2.551088817935810993e-01
-1.581220371512054648e-02,2.578592652969848853e-01
-5.724352288456441978e-02,2.425553051993921683e-01
-8.709264565856300599e-02,2.275658548938298831e-01
-3.223271158625893446e-02,2.384894094418353316e-01
-6.723575785129740079e-02,2.273240596573659067e-01
-1.105016721978658994e-01,2.014666266194046762e-01
-4.340003332005251679e-02,2.220641334530479849e-01
