average_reward
5.525243101210522
5.278831312110325
5.798556699974722
6.168631011217944
6.302262015020609
6.122373909229457
6.178883427626338
6.841149120879347
7.035123605339619
6.710071439408715
14.387992655673212
13.885973363612663
13.347123055609485
13.16041726388403
12.668287595076809
12.198030899513014
11.873848591272713
12.53578005623161
12.291969842935769
12.055218963858826
11.818798939167626
11.424779473795395
-10.650438202802842
-9.93251293419587
-9.264640707390724
-8.609529623951158
-8.042064433519464
-7.539753827595567
-7.146867674971154
-6.276045807023667
-5.877165101518638
-5.445361214584424
-5.146843111551531
-4.886793217025212
-4.535427550704014
-4.186792910868101
-3.9743347103917293
-3.714004095671681
-3.4745417950818362
-3.2507481695397944
-0.7377116897422674
3.0872703919769
4.0116170975834375
7.070280757627508
7.068423081686674
7.133328741464891
7.159570401357229
6.963834640433063
6.923879635692236
7.134430012273778
5.026851024696883
4.990031106567992
5.350645946748747
5.249497333013754
5.262020813389824
5.313645778006512
5.254679462053952
4.834475847431612
4.740193518186936
4.742590077280707
6.505668102817532
6.598147632104288
19.11071335327564
19.035841195798078
19.066384951449614
19.03077534211201
19.014820004479976
18.98307170350816
19.05918321857813
18.745923571895705
18.7122927567457
18.693721385984865
18.69607351251509
18.69651090407969
19.231435673789644
19.19240589817813
19.231942176092723
19.190312105936083
19.194755620494398
19.161178079829163
16.715509679409383
12.978111237278265
12.455716718882721
9.386394139915273
9.402647370932266
10.557977530959537
10.4618411084548
10.493660283228255
10.513407544984588
10.43847376235066
10.43046479723939
10.457037694351314
10.083850549615383
10.02291389820775
11.053078910852685
10.980767716779749
11.012056040132133
11.02067565538303
11.039025176798035
10.957553397419241
9.592931010778326
9.542653507275872
9.534740117622858
9.618986511158239
9.75884243984626
9.800645479123933
9.858964686301643
9.903555031900149
9.884500397054024
9.953709216821832
10.018793258910112
9.970530264838589
10.075181385053808
10.121569497293471
9.549815202020286
11.212567759537327
11.459137157855514
11.53534877144143
11.51661095935193
11.548982186091902
11.517964576794792
11.503951520291253
11.048881545050312
11.079924888646568
11.376226079993305
10.217548388327907
10.255651982679376
10.254277742183865
10.214152433084392
10.178283504769084
10.326795355230887
10.224891511424548
10.245278698152791
10.27786972824975
34.47419088205304
34.56104510894244
36.004134086133895
36.02990582885484
36.08908521009919
36.40294690909768
35.97491569830733
10.70615914914093
10.754946356081145
10.704608634536214
10.516991294692838
10.525507088983053
10.489831022759844
10.52860021162208
10.542004389993028
10.517341000374895
10.540705776569695
11.180641378328545
11.133325370876484
11.198768929079908
11.199545221108394
9.577087926699601
9.347113140971683
9.272380448313374
9.28117822750439
9.31377191568807
9.336608585122216
9.468857147238964
9.52282568948023
10.031624988383369
9.646568092431142
9.597274676248642
9.680759532685908
9.744765440287456
9.70397598315975
9.639323314039014
9.581303162151539
9.56754393630041
9.496787014796968
9.571254262653275
-15.694852998077911
-15.81598828002492
-17.199758380382608
-17.241457962949102
-17.28351617731562
-16.544063224781222
-16.564401839986186
8.718051500683796
8.66677197984806
8.745096228215829
8.745553095428585
8.739875203262306
8.684914140765992
8.651364538046636
8.666142055571175
8.667628145046802
10.882400620142064
10.273185921166133
10.226996605931756
10.127967364187393
-14.713051449801606
-14.740451528440719
-14.709715225062201
-14.656914539783802
-14.65908300755694
-14.659754931553191
-14.658934490083471
-14.779215709364815
-14.868094592853339
-15.487573689013129
-15.400652796414983
-15.34322996103811
-15.414745152804255
-15.379300869434932
-15.418676835226275
-15.33497777847553
-15.419723541463133
-15.383491761414287
-15.30653200622963
