-7.883431206984466977e-01,9.006861836849905378e-01
-5.319383035975695506e-01,7.745894586866965970e-01
1.446018544672692252e-01,-8.526134879905608588e-02
3.277580404664156011e-01,1.415445949162170425e-01
3.462356042291183100e-01,2.291923014609306142e-01
3.019877456107524782e-01,1.403643416015209200e-01
6.172405683326851605e-02,9.927973613190901880e-02
-4.106140502043641449e-01,-1.211311894023184149e-01
-5.804274685519503763e-01,-3.648216820020566686e-01
-4.726411834354976582e-02,7.034579687255769487e-02
1.900290428469549042e-01,-1.250767191420086230e-02
2.653987572584515231e-01,4.480365794810820673e-02
2.018363492208175014e-01,1.384964458817601884e-01
8.455012444344182573e-03,1.971444350868404027e-01
-2.438103822335475068e-01,2.524977150347478272e-01
-7.178023559192139857e-02,1.404744307595495456e-01
8.272835545645979005e-02,8.510603670414068622e-02
-4.550596078712592502e-02,1.809920374375383612e-01
1.240907796631104121e-01,6.758783210139582276e-02
-1.298338705398675019e-01,2.168194535222016661e-01
6.997490126758515450e-02,1.590435571912538204e-01
2.265491683766799325e-01,-3.926581338745166461e-02
-5.700713848223759941e-03,1.233342312766274179e-01
