average_reward
5.527956080811854
-494.82235890086514
-661.0410577357851
-744.4650073646228
-794.7654606601984
-828.5786601169413
-852.4066097091163
-870.4183000103834
-884.6696432543846
-895.9357765644203
-902.9403885450503
-869.0704569497375
-840.456155125948
-850.4020529060924
-859.3362326200386
-867.5305284339474
-874.5035884150379
-880.4067152840723
-886.468757570035
-842.552226144069
-801.6875288235954
-765.1045382553996
-775.0019356532364
-742.3157039763992
-750.8610150564175
-760.3279385566103
-769.0844869862448
-777.2390509803109
-767.6110230690467
-775.5768748635331
-766.5677613313673
-773.7385607414554
-780.5075133315614
-772.1894610826647
-778.5573780611943
-784.531089499704
-790.2784287225637
-782.5164316519598
-775.2133413628287
-768.2713708090412
-780.7666589115324
-780.4084278204588
-779.9557974322591
-780.0110046032953
-780.0604283661551
-780.0466951853318
-780.0822622945473
-767.6251897151047
-755.0875690326845
-755.1024397401051
-743.216118753158
-755.7496782792554
-768.2586770338727
-768.6895732180666
-768.6455511808497
-756.3420273091709
-756.6580786501025
-757.0791034893224
-744.6535130372746
-769.1993060752757
-794.1335668726315
-819.1736631162115
-819.311567511873
-844.5229441370354
-845.5640349924342
-845.5929064404252
-845.6322230156718
-845.6651512877339
-858.1645501074066
-857.9457447441179
-870.5021999036182
-870.5472697749235
-870.5781430990716
-883.0892458966453
-882.816337099402
-882.92662892788
-882.9532541445344
-895.5291103991834
-908.0340616918947
-920.5654975992566
-933.1242157641391
-933.531555583161
-933.9816893485001
-934.0197042948421
-934.0171720542763
-933.7562425447734
-933.8121988738374
-946.2566374927926
-958.7506838747122
-958.8319444436738
-971.3429377059887
-971.2764798212327
-971.2683098469385
-947.0076745772279
-947.3231912496719
-959.8996560925931
-959.8973441444666
-959.9245487283388
-972.1205047741867
-972.3524793914112
-960.2888614696265
-960.2658798890195
-960.3056032869296
-960.2799582451153
-960.0183660275252
-959.5722964857189
-959.5570839968835
-959.5504342708061
-959.5515749453214
-959.5616600882349
-959.572701467076
-959.6229929360659
-959.6057218484972
-959.5576378113868
-959.8543910531298
-959.3086385512477
-959.0267487516601
-958.8483406547314
-958.8309865539926
-946.3222583716749
-946.3505160202665
-946.3260436837651
-946.4413418083117
-946.4356257493149
-946.2173308195481
-946.48839068433
-946.4398169066415
-934.0130197139821
-921.5499719733325
-921.4783037485474
-921.2808482165208
-921.3646386521475
-921.3979454238981
-933.1941621576094
-932.8363638222634
-932.740368342478
-931.9137126390948
-931.8162815822177
-931.7197744040092
-932.2751966280445
-932.2054075285611
-919.6981223477899
-907.1456215970042
-894.6482953443216
-894.5637429413188
-894.9754902636059
-869.6115600860973
-856.9108346316816
-856.8682652502685
-857.0630339180838
-856.8604823520694
-856.5190477388469
-856.5247008297753
-856.5724227603489
-856.626509990554
-857.1653849030378
-857.4345806297049
-857.6216416823341
-857.6427670272018
-870.1277604454293
-870.11954752164
-870.0082035480275
-870.0084190226186
-869.9174563324262
-870.1597768667555
-870.1967790998351
-870.2299296404008
-882.7992680007613
-895.3371297407297
-895.3116192225274
-895.1186243425179
-869.3239594175868
-869.3413439760363
-881.1449505519935
-881.5984444364891
-881.6034864713135
-882.4180443938461
-882.522592675287
-882.93661714318
-882.2335350376903
-894.7841923144985
-907.3210412626279
-919.8574814690795
-932.3760857802947
-907.0074092780135
-906.9589165614225
-932.315717251063
-945.0222459385653
-945.073609835961
-944.6856429606507
-944.6415504406046
-944.9584877856083
-944.9891237379445
-945.0007239438149
-945.026360243327
-944.9867332234084
-945.0032616850027
-944.993810340627
-945.0358403049311
-945.0259560890597
-945.050708710694
-945.2106312884559
-945.230227784927
-945.3325658171092
-945.3235293871667
-945.295326274221
-945.3008075104393
-945.2042560014737
-932.6908268675576
-932.7025351479733
-920.6073057778929
-946.3154127503552
-946.2953706090157
-947.0066663691505
-934.4908821281479
-922.0291981991562
-922.0115215185815
-922.0030289876051
-909.5022631238047
-909.3548729358797
-909.3555086232125
-909.3419540405157
-909.3210774561983
-909.3129648604493
-922.555308565032
-922.6286834220249
-922.2922472670904
-922.288315358294
-922.2844000449913
-922.4626444626647
-922.6753341962449
-922.6394840611083
-922.5992485360588
-922.5739982937499
-922.5530074941092
-910.1237703951723
-910.0888266176186
-910.0857521990231
-897.5654617468499
-897.593125200781
-897.5317963239625
-896.8388843494477
-896.7924896367709
-896.7706978430518
-871.1009427100828
-845.9752179728148
-820.2568922203554
-795.0524535225887
-782.381187693215
-782.5972314042895
-794.3778911858647
-793.7350039710124
-793.596720750022
-793.2022117513476
-805.663584633667
-805.5831176428147
-805.5388669380624
-805.6596211756207
-818.1061783267958
-818.3748999923828
-818.3311094564813
-818.3190077499036
-818.2851311329434
-818.282778516569
-830.7508237792933
-830.6661091203047
-830.9955306638473
-830.8607470215189
-830.8143116702398
-830.7641372896836
-830.6784157944709
-818.1369376305795
-805.6049955400141
-793.0871796212818
-792.6523737550928
-804.9874208382349
-804.980476707604
-804.9009226496239
-817.3233242559181
-817.2825305575636
-817.3126685836949
-817.9664867895666
-817.9411488976118
-818.002983306321
-843.7459967491332
-868.8682162465159
-894.5584197512562
-919.7707430097018
-944.9215273700426
-944.7172520755855
-945.4115785488266
-946.0017362947237
-946.2054757557074
-946.5901889412189
-946.7222439829351
-959.2197331383004
-959.2019775730414
-958.9221271227059
-934.012864997709
-934.1671879281746
-934.1990962857002
-933.8744714283266
-933.0827044312048
-933.0578846592446
-933.0246970193837
-933.0769851203171
-933.0596900178007
-933.1872021019808
-933.2095569501823
-931.3100209029795
-931.3535403648737
-943.923142053306
-956.4821124007078
-956.409182123239
-956.8026045549528
-956.9515860019249
-956.9825423704955
-957.0509500713645
-957.0797705918756
-957.0245568150382
-956.6658822739164
-956.6674088616758
-932.4883361190678
-907.178125843651
-879.4968986502412
-879.8286771925299
-855.3149786893835
-830.1668618639069
-830.1139924430903
-829.9857969365536
-830.0028421365716
-830.1410973337139
-830.0366131833155
-830.0328721662041
-829.9444934060706
-829.7929140267157
-829.8799269036457
-817.5257938960938
-842.3412085936019
-842.1949588425596
-842.1675585166304
-842.508297785131
-843.0512548218588
-843.0693101942768
-843.1398447992109
-843.1687471483847
-843.2233311298148
-843.5434913057954
-843.5621159831095
-845.5229517690101
-845.5830351044553
-845.5895997772102
-845.582801028959
-857.8109308112753
-857.8787226631387
-857.409465655063
-857.2981219110327
-857.2813012912402
-857.4161677771314
-857.510374699287
-857.8804769642175
-857.9005346379254
-869.6189838715997
-882.3566576753656
-897.4673072851303
-884.6449597640487
-896.6609906860704
-921.7886474280855
-921.4571084891817
-921.5684155866326
-921.539335586999
-909.0378883635174
-909.0778788272834
-909.0711353519249
-909.0389042942967
-909.1821387552133
-908.861196176882
-908.5672256297046
-908.6972078010465
-908.6485399410016
-908.600151729686
-896.1176141747859
-883.921777958862
-883.5813351980348
-871.0314170068868
-858.0302759095033
-857.9969383552346
-857.5365301642545
-857.5270604567422
-857.5550326170087
-857.3431031500389
-857.3146662604137
-857.3187254663301
-845.2231891689631
-832.7093237497829
-833.1873187345758
-820.8032537351013
-820.8393261133981
-808.2315888203614
-807.9450216217033
-807.9409577672385
-807.9668303487764
-820.4704459878649
-820.5053609758588
-832.9911192314637
-845.486240092768
-845.4836925703681
-833.0225484843315
-833.3490377116007
-833.3359441292507
-833.339611991282
-832.8318428863953
-832.8221256788162
-832.8261549142153
-832.6655146817208
-832.7230896181461
-832.9933631707645
-845.8004966583161
-845.8155544874501
-845.8645588636871
-845.952097946711
-858.4229368569795
-858.4061850208603
-858.6720524459164
-871.2185536633287
-884.2296257213278
-871.7561469061935
-859.3950291144398
-846.6751740669164
-846.6527981691077
-846.8013385170398
-834.3408995687923
-834.3394408127754
-846.8184199387957
-859.3134143049463
-859.3100862181776
-871.8276753688976
