1.655899834020223005e-01,-1.360188556494417722e-01
1.652098067984948404e-01,-1.401420359300577512e-01
1.688217347689648096e-01,-1.336595349301443192e-01
1.712268090374428620e-01,-1.106879220679114484e-01
1.700234548132327217e-01,-1.180709744698679176e-01
1.642099905120585901e-01,-1.425579181882239421e-01
1.688990061008107391e-01,-1.150004347066749533e-01
1.685387706442389721e-01,-1.482926140087363898e-01
1.706357475834623383e-01,-1.039065867115702563e-01
1.621347924672545682e-01,-1.488089116819831803e-01
1.158172974752037093e-01,-1.368325250995058306e-01
1.390876441990258894e-01,-1.534484342900767073e-01
1.455390247426443240e-01,-1.594748060986194982e-01
1.692076595360057500e-01,-8.631942516003736354e-02
1.556003731634592324e-01,-7.052074665840388223e-02
1.552554788184167256e-01,-1.384702834992179998e-01
1.578067050654047843e-01,9.361354046152741901e-03
1.538936347373013880e-01,3.973784661272307395e-02
1.600870212175098117e-01,7.697404657672742012e-02
1.532928948152686988e-01,1.061489643885502876e-01
1.588329759714418865e-01,7.550373451426023452e-02
1.563335352878347517e-01,7.825669677475688424e-02
1.537981617865764039e-01,1.925318520009619561e-01
1.380020672863239151e-01,5.589799039489033727e-02
1.394531879869350122e-01,6.601631472958535349e-04
1.592528735581551780e-01,9.820520662868197082e-02
1.218066765302443372e-01,1.246591055184956276e-01
8.972578319628045362e-02,1.772139882463106275e-01
8.162370548073544230e-02,1.860701394472875914e-01
1.082369433845274398e-01,9.480909210737864523e-02
1.007423379351510273e-01,6.824815629865699229e-02
1.090084057700455578e-01,7.916279242043555708e-02
1.012179157238983912e-01,6.062003845998631402e-02
1.059487296255718358e-01,9.626989142307156022e-02
1.052387857855700548e-01,1.240627881813385902e-01
9.591577364885557622e-02,1.382196624672821783e-01
9.122317427553477964e-02,3.774261272997921079e-02
8.729711845940060777e-02,1.236665870111703508e-01
7.639251481298037216e-02,1.180738132488127201e-01
1.008046209825195216e-01,1.202576033232894415e-01
1.283764626793761077e-01,9.082461564211274929e-02
9.384698370335042839e-02,4.910472526817347139e-02
1.090812623627152034e-01,9.768044079617357878e-02
1.061803238141948852e-01,6.246280025312698353e-02
7.923058748021649667e-02,1.004174962962332274e-01
8.604605809077650602e-02,5.570316421114650252e-02
1.123787153140985290e-01,1.133647635788594538e-01
9.502479671351420076e-02,6.776452053726839120e-02
9.386627182527075564e-02,1.079925143643778174e-01
1.198690637390941449e-01,5.602506175610822564e-02
9.264536631552505730e-02,9.821529884942796496e-02
1.184598364613720783e-01,6.912055307029825457e-02
1.014113457353152253e-01,8.537614457494853426e-02
9.250841993831045162e-02,7.278461195843055620e-02
8.105249275010865950e-02,8.848807490163242140e-02
8.007671397916152345e-02,8.254123147857855836e-02
1.088028767475181235e-01,5.744716380259865668e-02
7.797680694963619874e-02,2.142929319858031048e-02
1.020638407271863418e-01,5.875613832975631196e-02
9.148471067743574325e-02,1.010139490577161292e-01
