average_episodic_rewards
-499.3977111132887
-749.0570941345014
-832.7365353903555
-874.2087837814903
-799.127504663498
-832.3804449228527
-784.7217574309133
-811.4828900983075
-776.7336604886966
-748.9365434863223
-726.1981828054788
-748.912654754089
-729.6738040260971
-748.941157306577
-732.2593427697932
-748.9029839501784
-763.4374740292931
-776.502259224328
-788.188903384469
-798.6970675461515
-808.287887013042
-816.9031042286249
-824.7994898033977
-831.8379889857509
-838.4557986720263
-844.5677022162708
-814.3890249318112
-820.9639397235933
-827.0876296646784
-832.8024883955931
-838.1483840243546
-843.5591252266541
-848.2686218194102
-852.6895771797333
-856.8574466352712
-860.7795888329799
-864.4851181295523
-867.9971242883994
-871.3315505626972
-874.4517932711078
-874.3673080246863
-874.3017835695258
-874.2013191409329
-874.138443604926
-886.5702996882588
-874.0042412681639
-886.4413213132048
-873.8826840685579
-873.8181850157338
-873.7564777693854
-886.2158908491126
-886.1682403820184
-898.6294953825491
-898.606956294398
-911.0652424737964
-911.0302864714773
-911.0584906611606
-898.5029041980504
-898.4480194867832
-898.4107413574005
-898.3286792378076
-898.3068871164389
-898.3252107107583
-898.3812725993351
-898.8462884439948
-899.496873735891
-923.6602668146245
-923.6814987100086
-923.66928727021
-923.6171460130179
-923.5819340698645
-923.2133181840661
-923.1623496070979
-923.1135878465035
-923.0734599351181
-923.3230083087267
-923.3024960205939
-923.2660757874922
-923.2292657974965
-923.2463777217899
-935.7545198133666
-935.8556527859016
-935.8519514968821
-935.8759398924328
-923.3894758095327
-935.9013354700495
-935.9225086075163
-948.4366674971582
-960.958183966785
-973.4714024474293
-949.3345903399783
-937.1940983370747
-937.3722530842218
-937.3481233228379
-937.3566002055853
-937.3643207816843
-937.376443237896
-937.4068867298356
-937.4394009276654
-937.4577610009507
-937.4742262799988
-937.4910693908154
-937.4477485346536
-937.486528672303
-937.0246250956109
-923.8766460028328
-911.4049448331016
-911.3634246675895
-898.8481576057773
-886.3761767744336
-886.3865843306918
-886.5038732818269
-874.0203059156645
-861.5414430574572
-861.7662047967173
-849.0058150102316
-836.5196472259992
-812.2731547718807
-812.3028155683689
-812.3041786424553
-812.935063749286
-812.872766123595
-812.9190475195054
-812.9381995949592
-825.4691208125168
-825.504295752271
-825.525349081057
-825.548852081784
-825.5721866917814
-825.6035754730405
-849.7596901948706
-861.9297158271878
-861.7712431805998
-861.7774025517781
-861.7940725182704
-861.8085546575836
-861.8164439461609
-874.3281646568117
-874.3338871419019
-874.3455598649947
-874.3533679036434
-874.3634592939103
-874.3753495993903
-874.3854491302063
-874.3977146572317
-886.907224321222
-899.4207287461011
-900.094512817599
-912.6074098575921
-925.1138637320282
-925.1230080470435
-925.0397467247494
-937.5466017985709
-950.0604285798506
-949.8605216302778
-962.3673569110997
-974.8773808844135
-999.1622342417832
-999.1698696156494
-999.1962175755223
-998.6018932447294
-998.6130193694493
-998.6196494526184
-998.6254490023523
-998.6296500524144
-998.6362231345349
-998.6337360031841
-998.6307549187926
-998.6302172876661
-998.62746016803
-998.6335581890496
-998.6300445138789
-998.6294732638082
-998.6367220910284
-998.6352281941257
-998.6351021075686
-998.6406470683698
-998.6395070617907
-998.6428624052508
-998.6438714978625
-998.6494148430926
-998.6526594766186
-998.6506490985773
-998.6539387488707
-998.6560159258297
-998.6563335622316
-998.6577563785261
-997.9864204023861
-997.987232902116
-997.9911735980155
-997.990661340103
-997.995136638229
-998.0155960806081
-998.0119873670026
-998.0127819703906
-998.0158652563947
-998.019045615871
-998.0210450240393
-998.019031334073
-998.0228748757156
-998.2108563878813
-998.2333538524902
-998.500599746315
-998.5047558958115
-998.5059319414279
-999.2763502035625
-999.2809157403223
-999.4743543377123
-999.691864704392
-999.6942193935869
-999.6989703195584
-999.7156351150272
-999.8587214482228
-1000.0949614182907
-1000.178243189532
-1000.1971614401439
-1000.1995224473314
-1000.2033320865739
-1000.2074823050116
-1000.2123520752353
-1000.2218182693352
-1000.2258208947362
-1000.2353414542225
-1000.2412916703892
-1000.250468366916
-1000.2610188102204
-1000.2675996429018
-1000.3279247445058
-1000.3540398079874
-1000.3642130684354
-1000.3752288710657
-1000.4092239353334
-1000.4233458197147
-1000.4341224958853
-1000.4533320621525
-1000.4596855387814
-1000.4640593611108
-1000.4687898939628
-1000.5210920637076
-1000.5271192643056
-1000.3487075259321
-1000.3240629165546
-1000.0632343655682
-1000.0791340915885
-1000.0841384139549
-999.3124289345267
-999.3192509995533
-999.1395782407126
-998.9259697237032
-998.9329280203021
-999.0067908081571
-998.9933878187651
-998.9446697101479
-998.7173682719924
-998.645497029073
-998.723629589552
-998.7707132998939
-999.0954646621819
-999.1036058572223
-999.1081976405934
-999.1100023035712
-999.1146610815098
-999.1185281957329
-999.1222798434061
-999.1235569516215
-999.1257739742534
-999.1300819992402
-999.0895731725108
-999.0740577907407
-999.0771833577073
-999.0802187784606
-999.0574647952592
-999.0339887752655
-999.0367005630563
-999.0272292484311
-999.026619873134
-999.0306382714376
-999.033617978777
-998.9916098167221
-998.9938441062046
-998.9969745983224
-999.0065408978141
-999.0095279580628
-975.0336730149538
-975.0365082676853
-975.0469634483048
-975.0521619089661
-975.0550925814026
-975.0637755098548
-975.0676345226154
-974.9934581282748
-975.0012302028636
-974.916648956692
-974.9155920296838
-974.9154548509957
-974.8272464906807
-974.7859810792143
-974.4662916252997
-974.463811033761
-974.4627975547166
-974.462197516812
-974.4620485090703
-974.4613817436614
-974.4608771660451
-974.461865122581
-974.4631436148286
-974.4642949215628
-974.4633808871946
-974.4632554961415
-974.460451962091
-974.4611583765352
-974.456024236854
-974.458863600273
-974.4585470022342
-974.4601900426569
-974.4641036298647
-974.4589772736997
-974.4605992683253
-974.460076871175
-974.459156879816
-974.4603278290846
-974.4605798542482
-974.4589512561331
-998.4221942538949
-998.4205147609057
-998.4187417311072
-998.4156033962493
-998.4137745556807
-998.4124972151127
-998.4096785511701
-998.4115089594452
-998.4137813776786
-998.8887441886378
-998.8850386544906
-998.8821501420346
-998.8788942561157
-998.8763376618565
-998.8741738207058
-998.8711641423328
-998.8663517046273
-998.8635634336251
-998.8585320872589
-998.8565966593782
